,name,COUNTY,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG. ASSAULT,B & E,LARCENY THEFT,M/V THEFT,GRAND TOTAL,PERCENT CHANGE,VIOLENT CRIME TOTAL,VIOLENT CRIME PERCENT,VIOLENT CRIME PERCENT CHANGE,PROPERTY CRIME TOTALS,PROPERTY CRIME PERCENT,PROPERTY CRIME PERCENT CHANGE,"OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE",id,corp_label
144,New Carrollton,Prince George's,2010,12734,0,7,54,36,107,327,77,608,-4.4,97,16.0,12.8,511,84.0,-7.1,4774.6,-6.6,761.7,10.2,4012.9,-9.2,0.0,55.0,424.1,282.7,840.3,2567.9,604.7,19.0,Incorporated
145,New Carrollton,Prince George's,2011,12250,1,2,28,32,86,208,54,411,-32.4,63,15.3,-35.1,348,84.7,-31.9,3355.1,-29.7,514.3,-32.5,2840.8,-29.2,8.2,16.3,228.6,261.2,702.0,1698.0,440.8,19.0,Incorporated
146,New Carrollton,Prince George's,2012,12366,1,0,24,15,58,156,29,283,-31.1,40,14.1,-36.5,243,85.9,-30.2,2288.5,-31.8,323.5,-37.1,1965.1,-30.8,8.1,0.0,194.1,121.3,469.0,1261.5,234.5,19.0,Incorporated
147,New Carrollton,Prince George's,2013,12456,2,2,25,29,43,198,43,342,20.8,58,17.0,45.0,284,83.0,16.9,2745.7,20.0,465.6,44.0,2280.0,16.0,16.1,16.1,200.7,232.8,345.2,1589.6,345.2,19.0,Incorporated
148,New Carrollton,Prince George's,2014,12603,2,2,20,69,49,240,37,419,22.5,93,22.2,60.3,326,77.8,14.8,3324.6,21.1,737.9,58.5,2586.7,13.4,15.9,15.9,158.7,547.5,388.8,1904.3,293.6,19.0,Incorporated
149,New Carrollton,Prince George's,2015,12847,1,3,19,41,28,169,39,300,-28.4,64,21.3,-31.2,236,78.7,-27.6,2335.2,-29.8,498.2,-32.5,1837.0,-29.0,7.8,23.4,147.9,319.1,217.9,1315.5,303.6,19.0,Incorporated
150,New Carrollton,Prince George's,2016,12914,0,1,15,33,32,139,17,237,-21.0,49,20.7,-23.4,188,79.3,-20.3,1835.2,-21.4,379.4,-23.8,1455.8,-20.8,0.0,7.7,116.2,255.5,247.8,1076.4,131.6,19.0,Incorporated
151,New Carrollton,Prince George's,2017,12970,1,1,16,25,66,158,33,300,26.6,43,14.3,-12.2,257,85.7,36.7,2313.0,26.0,331.5,-12.6,1981.5,36.1,7.7,7.7,123.4,192.8,508.9,1218.2,254.4,19.0,Incorporated
152,New Carrollton,Prince George's,2018,12964,0,2,10,21,19,118,28,198,-34.0,33,16.7,-23.3,165,83.3,-35.8,1527.3,-34.0,254.6,-23.2,1272.8,-35.8,0.0,15.4,77.1,162.0,146.6,910.2,216.0,19.0,Incorporated
153,New Carrollton,Prince George's,2019,12928,0,2,10,21,19,118,28,198,0.0,33,16.7,0.0,165,83.3,0.0,1531.6,0.3,255.3,0.3,1276.3,0.3,0.0,15.5,77.4,162.4,147.0,912.7,216.6,19.0,Incorporated
154,New Carrollton,Prince George's,2020,12990,1,1,9,18,19,106,23,177,-10.6,29,16.4,-12.1,148,83.6,-10.3,1362.6,-11.0,223.2,-12.5,1139.3,-10.7,7.7,7.7,69.3,138.6,146.3,816.0,177.1,19.0,Incorporated
